communityname,state,population,householdsize,pctUrban,medIncome,pctWSocSec,pctWRetire,whitePerCap,blackPerCap,AsianPerCap,HispPerCap,PctPopUnderPov,PctNotHSGrad,PctUnemployed,TotalPctDiv,PersPerFam,PctWorkMom,NumImmig,PctImmigRecent,PctNotSpeakEnglWell,RentMedian,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,LandArea,PopDens,PctUsePubTrans,murders,robberies,assaults,burglaries,larcenies,autoTheft,arsons
TempleCitycity,CA,31100,2.81,100,38789,25.51,16.1,17489,11831,12503,13138,5.56,16.88,4.6,10.98,3.23,66.44,7473,16.46,7,641,0,0,24.03,49.88,4.2,7483.2,2.93,0,50,127,305,403,128,11
Hamtramckcity,MI,18372,2.32,100,16751,39.09,20.86,10011,7186,5536,9956,28.5,43.93,16.36,14.18,3.05,47.59,3886,20.07,9.2,235,0,0,21.15,64.68,2.2,8412.1,3.94,5,128,257,476,919,447,11
Branchburgtownship,NJ,10888,2.91,46.82,67833,16.92,11.64,26817,26311,20753,25839,1.68,10.31,3.85,6,3.23,71.71,931,7.73,0.86,642,3,0,8.55,56.45,21,518.8,1.91,0,0,7,30,147,7,9
EastLongmeadowtown,MA,13367,2.86,82.06,41372,31.66,22.3,17113,10632,0,6694,2.98,15.31,4.41,5.92,3.15,69.15,561,0,0.48,316,0,0,4.2,77,13.4,995,0.56,0,6,29,93,3557,70,3
Middlesexborough,NJ,13055,2.76,100,47643,28.09,21.3,18919,17559,19362,13820,2.89,21.56,3.79,7.85,3.16,69.83,1201,5.58,2.04,573,0,0,9.2,66.56,3.6,3599.6,2.16,0,4,15,37,293,17,1
Brentwoodborough,PA,10823,2.34,100,27698,35.45,22.22,13309,22406,6784,10572,5.74,18.96,4.62,9.7,2.99,62.37,204,3.43,0.66,322,5,0,1.88,90.4,1.5,7221.1,18.13,0,7,17,33,116,19,1
MissouriCitycity,TX,36176,3.13,100,51984,10.06,9.01,21667,14422,14640,14696,3.4,7.74,3.34,9.01,3.36,79.08,3460,13.18,1.91,544,0,0,9.56,54.32,24,1505.1,1.1,2,37,54,460,815,155,2
Newarkcity,CA,37861,3.15,100,50471,14.92,13.36,18029,15657,14600,11765,5.03,21.37,5.3,10.57,3.46,69.29,7947,12.67,5.1,728,32,0,20.99,52.02,14.5,2617.6,3.49,0,70,240,310,1792,206,21
Sunnyvalecity,CA,117229,2.43,100,46403,18.06,13.6,24304,17869,18457,13631,4.69,12.91,3.96,13.13,3,69.94,26394,19.26,4.55,728,0,0,22.51,38.84,22.7,5167.9,2.58,3,106,170,604,3566,519,49
Mahwahtownship,NJ,17905,2.63,92.68,56468,14.69,11.66,29004,17092,18305,14395,3.52,10.36,3.98,7.91,3,58.16,1996,11.42,1.59,895,1,0,11.15,46.39,26.9,666.1,5.52,0,7,7,61,307,16,6
Pequannocktownship,NJ,12844,3,100,54935,27.37,15.55,21044,24163,13771,20436,1.37,14.61,3.62,5.42,3.33,68.56,808,10.15,1.29,613,0,0,6.29,69.31,7.3,1760.6,2.88,0,1,14,60,234,13,2
Midlandcity,TX,89443,2.7,100,31544,21.41,10.5,18493,6679,20716,6054,14.42,21.7,6.24,11.95,3.24,64.03,5666,13.33,4.04,285,60,6,6.33,67.66,68.2,1311.3,0.11,6,91,268,1126,3485,339,26
Voorheestownship,NJ,24559,2.7,100,51679,14.73,8.27,25387,22324,23065,16272,3.6,12.19,2.43,8.77,3.23,66.22,2301,11.43,1.21,566,0,0,9.37,36.24,12,2043.5,11.32,2,34,27,177,880,166,11
DelRiocity,TX,30705,3.24,0,17394,23.37,13.58,8965,7759,5652,5488,38.3,47.24,13.78,8.78,3.71,49.2,6516,6.06,15.46,240,0,0,21.25,62.7,15.3,2007.4,0.53,0,4,105,455,1336,90,6
PacificGrovecity,CA,16117,2.2,100,33385,28.43,19.64,19921,17079,16544,18348,6.31,10.76,3.63,16.22,2.74,75.89,1668,12.05,1.99,670,0,0,10.35,47.74,2.9,5596.2,1.75,2,12,75,231,375,29,6
SanMarcoscity,TX,28743,2.92,0,14816,15,8.37,8450,10093,7332,5627,37.13,32.16,10.05,6.76,3.29,68.38,1336,16.84,4.88,337,12,1,4.65,71.31,18.1,1591.5,2.35,2,33,92,303,1112,83,9
Mansfieldcity,TX,15607,3.04,0,38108,15.36,10.05,14997,8100,11024,7736,7.31,18.02,5.24,9.08,3.29,65.64,569,10.72,1.53,349,0,0,3.63,63.18,40.1,389.2,0,1,11,115,158,428,28,1
Waxahachiecity,TX,18168,2.87,0,24244,28.76,12.49,12538,5422,8497,6643,18.55,29.57,7.35,10.88,3.25,72.17,448,16.52,1.67,337,0,0,2.47,77.25,32.3,562.6,0.22,4,26,97,365,1199,81,6
RohnertParkcity,CA,36326,2.71,100,36097,18.13,13.34,15073,14723,12226,11967,8.54,12.46,5.31,13.42,3.16,71.87,3146,18.02,1.69,634,12,2,8.66,58.69,6.6,5470.8,2.85,1,16,342,757,958,132,17
Lewisvillecity,TX,46521,2.63,97.8,36006,10.85,5.86,15678,13438,14650,9588,6.03,15.27,3.72,12.61,3.13,75.85,2210,13.3,2.34,406,0,0,4.76,50.16,37.3,1246.5,0.18,1,50,70,557,2195,304,20
Georgetowncity,TX,14842,2.87,0,25953,25.43,13.42,12846,7184,7945,5632,17.94,26.71,5.26,10.14,3.18,76.4,858,16.55,4.14,280,0,0,5.78,69.09,13.9,1065,0.26,0,5,41,123,545,25,5
GardenCitycity,MI,31846,2.84,100,38717,26.59,23.9,14268,13563,10812,15770,4.27,24.96,5.9,9.85,3.22,68.95,1117,5.55,0.61,414,0,0,3.51,78.96,6.1,5244.7,0.26,0,22,53,180,924,85,9
Maumeecity,OH,15561,2.63,100,36901,23.13,16.96,16223,22865,9547,12373,3.73,10.81,4.63,8.62,3.12,75.82,201,14.93,0.32,344,0,0,1.29,80.12,8.7,1780.8,1.02,0,17,37,74,569,37,1
Watsonvillecity,CA,31099,3.3,100,27980,29.85,16.45,13124,8581,13585,6544,15.3,46.41,10.99,10.25,3.71,67.81,10919,17.37,23.31,557,124,25,35.11,48.17,6.1,5071.6,1.96,1,128,347,399,1729,199,13
WestBloomfieldtownship,MI,54516,2.84,100,68654,18.78,12.65,31594,47981,29358,40040,1.81,7.46,3.49,6.49,3.15,59.39,6650,17.13,1.78,857,0,0,12.19,65.83,28.3,1926.1,0.26,0,10,62,205,898,26,12
Tenaflyborough,NJ,13326,2.82,100,68742,30.14,13.15,38137,16588,29942,17718,3.29,8.76,2.69,5.78,3.17,56.45,3239,23.06,4.74,899,0,0,24.31,28.67,4.8,2789.5,12.25,0,3,3,87,142,16,2
LiveOakcity,TX,10023,2.87,100,35856,11.14,24.69,13676,12580,10703,8629,5.79,7.89,4.38,11.48,3.21,75.98,572,11.36,1.17,401,0,0,5.71,47.54,4.9,2064,0.29,0,4,23,56,347,30,0
Keansburgborough,NJ,11069,2.92,100,31769,27.21,13.38,12284,7388,8533,10923,9.38,36.55,11.03,10.97,3.37,67.67,435,1.15,1.45,516,122,1,3.93,66.93,1.1,9947,11,2,2,70,49,164,11,2
CollegeStationcity,TX,52456,2.93,100,14481,7.07,5.52,9844,6439,7636,5096,37.98,6.23,5.98,3.81,3.01,67.32,4787,38.52,1.02,356,0,0,9.13,56.56,30.5,1719.2,3.98,0,25,84,405,1622,125,1
Westwoodtown,MA,12557,2.83,97.08,58559,32.18,20.86,26485,12805,17516,18855,2.28,7.55,5.03,4.61,3.23,65.18,960,6.04,0.4,509,0,0,7.65,75.79,11.4,1104.7,7.52,0,1,6,51,115,24,0
Plymouthtownship,MI,23648,2.68,100,53768,21.25,18.35,24669,4637,18023,26592,1.44,10.92,3.91,7.61,3.09,66.3,1019,7.46,0.7,479,0,0,4.31,73.18,16.5,1433.9,0.25,1,3,9,51,355,51,1
Borgercity,TX,15675,2.59,0,26111,31.72,18.72,12811,6455,9725,5270,15.02,30.94,7.4,9.78,3.06,59.78,850,18.82,2.85,238,0,0,5.42,59.3,9,1748.7,0,0,5,29,91,404,19,2
Dunmoreborough,PA,15403,2.57,100,25927,42.92,20.57,13118,7940,2000,12231,10.84,25.96,4.21,6.89,3.03,69.84,241,3.32,0.59,279,0,0,1.56,90.59,9.1,1700.3,1.93,0,6,12,30,299,20,1
Ecorsecity,MI,12180,2.67,100,18956,31.31,19.94,10099,9687,3171,7229,26.86,43.45,15.73,17.37,3.27,50.52,269,3.72,0.71,271,0,0,2.21,69.21,2.8,4356.2,2.94,1,36,107,158,200,85,25
Woburncity,MA,35943,2.67,100,42679,25.92,17.83,18308,16332,16512,11780,5.1,13.63,5.7,8.19,3.23,70.13,2183,11.31,1.05,651,0,0,6.07,81.77,13.1,2735.6,3.86,0,16,68,269,1098,317,11
Cerescity,CA,26314,3.07,100,30876,22.68,12.95,12558,14658,7657,8706,15.5,32.86,10.04,12.08,3.38,63.58,3276,12.58,5.35,421,4,0,12.45,59.96,5.8,4562.1,0.3,0,35,140,455,1303,294,14
CorpusChristicity,TX,257453,2.88,100,25773,22.88,14.11,12962,7802,12815,7562,20,29.13,8.27,13.22,3.37,63.28,13549,7.39,5.4,305,107,11,5.26,74.24,139.8,1841.2,1.86,34,509,1488,4600,18919,1672,214
Petalumacity,CA,43184,2.69,0,40926,23.47,17.64,17554,13937,14838,11011,4.16,13.63,3.86,12.51,3.13,71.67,3762,13.08,2.2,641,68,24,8.71,60.22,12.8,3386.4,4.26,2,28,181,407,1096,133,13
OceanCitycity,NJ,15512,2.19,100,32018,36.85,23.76,21100,10328,9387,10136,6.59,13.72,4.64,11.68,2.79,73.47,370,20,0.71,533,0,0,2.39,35.21,7.2,2164.1,2.8,0,14,26,410,1124,34,3
Emmausborough,PA,11157,2.39,100,33410,35.91,21.02,16319,11116,10109,12524,4.23,23.81,4.85,8.25,2.87,72.11,218,4.13,0.31,412,0,0,1.95,84.13,3,3726.5,0.9,0,3,11,45,291,14,1
BaldwinParkcity,CA,69330,4.17,100,32684,15.9,10.35,8802,11167,11064,7634,15.69,49.5,8.45,9.66,4.33,58.82,29810,16.98,20.56,588,0,3,43,44.74,6.8,10147.8,4.11,8,196,224,1144,290,743,16
Riversidecity,CA,226505,3,100,34801,19.83,15.42,16092,11890,12045,8373,11.94,22.23,6.91,12.41,3.4,63.13,35060,16.36,5.97,512,174,12,15.48,50.09,80.5,2814.4,1.58,33,1287,2524,4975,9635,3562,338
Pembertontownship,NJ,31342,3.12,0,35460,16.34,22.78,12811,12858,9446,10870,7.05,23.51,5.5,11.38,3.42,71.68,2135,8.1,1.13,442,13,0,6.81,43.12,64,489.9,1.11,0,20,79,323,489,67,20
LittleFallstownship,NJ,11294,2.66,100,44970,32.54,17.39,21777,3672,13204,14945,2.83,17.56,3.97,8.07,3.01,68.22,1030,4.95,1.54,620,0,9,9.12,69.03,2.9,3962.3,6.07,0,12,24,70,370,88,1
Loraincity,OH,71245,2.72,100,24123,29.97,21.78,11583,7382,22264,7249,19.85,32.49,9.32,12.9,3.22,57.84,1968,2.13,2.69,278,20,5,2.76,70.47,24.9,2859,0.71,2,84,81,718,1051,185,8
Mansfieldcity,OH,50627,2.51,100,22591,29.9,18.4,12516,7566,38335,5973,17.83,30.3,8.76,14.12,3,64.34,1391,6.47,0.57,257,30,0,2.75,74.51,28.9,1749.7,1.27,3,128,1151,1265,2613,210,16
Hurontownship,MI,10447,2.97,23.29,41806,22.5,16.53,15423,7500,4883,12554,4.48,25.13,6.95,8.98,3.32,66.28,320,0,0.76,347,0,0,3.06,78.22,36.9,283.4,0,0,1,26,91,189,44,3
WestNewYorktown,NJ,38125,2.64,100,26361,26.1,10.45,12367,12007,17523,10444,16.4,50.1,8.59,13.27,3.19,61.13,23028,12.55,31.34,394,0,2,60.4,23.33,1.1,36199.2,25.05,1,112,93,599,950,364,29
ElmwoodParkborough,NJ,17623,2.61,100,38248,37.23,18.58,18069,15513,16410,12374,3.11,32.3,5.05,7.63,3.06,66.47,3510,12.14,4.87,542,0,0,19.92,59.34,2.8,6408.4,4.69,0,14,6,82,651,80,2
Stroudtownship,PA,10600,2.66,0,39690,28.38,16.76,17141,11679,9904,15430,3.86,18.67,4.77,8.48,3.04,65.12,444,10.59,0.68,436,0,0,4.19,59.87,32.3,327.8,2.26,0,5,14,45,509,30,3
SevenHillscity,OH,12339,2.72,100,42240,43.43,31.21,16970,10037,35621,18606,1.93,21.79,4.43,3.77,3.02,62.4,1340,1.94,2.27,429,0,0,10.86,77.25,5.2,2394.1,2.54,0,2,4,20,86,12,1
Westontown,MA,10200,3.04,91.49,95134,23.62,11.96,47312,28634,42130,9669,3.6,3.42,3.62,4.98,3.07,59.04,858,7.58,0.66,989,0,0,8.41,54.68,17.6,578.6,7.26,0,0,12,39,80,1,0
Nilestownship,MI,12828,2.7,58.34,28745,27.5,17.27,12219,14063,7185,14604,7.62,22.88,7.56,11.49,3.07,74.04,190,4.21,0.48,294,0,0,1.48,52.03,39.1,328.5,0.24,0,1,11,51,223,14,5
Delawarecity,OH,20030,2.81,0,28975,24.41,14.83,12361,9784,4787,8727,9.8,20.57,4.32,11.94,3.06,74.49,393,28.5,0.09,331,0,0,1.96,72.21,10.8,1852,0.35,1,16,17,202,719,49,12
Staffordtownship,NJ,13325,2.61,0,31689,40.74,25.7,14386,120,82133,15817,7.72,27.82,6.23,8.79,3.03,67.17,599,3.67,0.67,584,0,0,4.48,63.11,49.3,270.3,0.92,1,1,24,109,286,10,3
NorthReadingtown,MA,12002,2.95,85.99,52707,17.63,14.91,19101,0,21259,15783,2.09,13.22,5.44,6.57,3.27,71.59,363,6.06,0.3,643,0,0,3.02,80.21,13.7,873.9,2.55,0,0,8,38,136,22,2
Westminstercity,CA,78118,3.12,100,41364,20.62,16.01,17828,13457,10236,9392,11.44,24.87,5.72,10.69,3.47,65.29,22752,21.41,12.03,690,0,2,29.13,39.71,10.4,7508.5,2.04,10,202,175,1208,2554,965,10
Vernoncity,TX,12001,2.62,0,20396,39.95,13.36,10887,3827,6600,6210,19.59,39.1,5.61,11.04,3.07,78.15,234,0,1.74,214,0,0,1.95,78.41,8.4,1436.2,0.29,2,12,262,262,294,10,9
Chinocity,CA,59682,3.82,100,41958,15.22,10.64,15281,6888,11026,8948,7.36,25.79,5.53,9.3,3.63,66.93,10275,11.41,5.65,605,0,0,17.22,56.77,17.7,3379.5,0.53,8,127,466,798,1933,685,48
Ludlowtown,MA,18820,2.71,78.9,36247,31.66,19.59,14236,17783,3037,14074,4,33.26,4.75,7.36,3.14,76.51,3024,4,5.55,443,0,0,16.07,72.71,28.1,669.1,0.2,0,4,56,135,290,57,23
Randolphtownship,NJ,19974,2.88,79.35,64403,16.62,11.69,27047,21590,25990,17229,2.64,8.77,3.32,6.83,3.3,65.35,1858,13.19,1.18,676,0,0,9.3,52.23,21.7,919.5,1.93,0,3,6,53,309,15,0
LaMesacity,CA,52931,2.28,100,31171,29.04,20.2,17172,12720,12062,11048,9.24,13.32,4.93,15.02,2.79,65.41,4786,14.73,1.69,552,0,0,9.04,43.11,9.6,5541.4,2.79,1,147,108,679,1494,555,5
Montebellocity,CA,59564,3.2,100,31441,26.82,12.72,12533,14843,18047,10146,14,39.19,6.73,10.97,3.59,56.68,23255,17.52,17.82,574,0,0,39.04,48.13,8.6,6964.9,5.98,4,255,506,565,1823,721,63
Shrewsburytown,MA,24146,2.6,91.9,44248,26.41,16.61,20501,18232,23263,14550,3.76,12.83,4.95,7.96,3.12,67.89,1478,9.13,0.65,599,0,0,6.12,72.44,21.5,1124.1,0.54,0,7,97,157,522,40,0
Dartmouthtown,MA,27244,2.96,70.76,35138,35.57,18.34,15533,6677,13609,15381,5.74,33.14,7.85,6.77,3.15,74.9,3160,1.23,4.18,320,0,0,11.6,74.24,63.7,427.4,0.78,0,14,70,263,999,157,0
Carpinteriacity,CA,13747,2.78,100,34827,26.68,12.95,17093,12937,14633,8700,5.92,23.73,3.75,13.28,3.26,78.04,2578,21.1,11.27,707,67,0,18.75,49.81,2.8,4902.6,2.94,0,7,55,126,203,19,3
Salinascity,CA,108777,3.26,100,31271,20.87,15.22,14318,11375,12656,6829,15.58,37.7,10.81,12.12,3.67,67.53,28740,13.08,16.42,528,68,86,26.42,49.63,19.3,5637.3,2.28,15,560,844,1327,4844,784,63
PalisadesParkborough,NJ,14536,2.52,100,36019,25.25,12.49,18694,12721,16528,12849,7.7,22.03,5.45,8.11,3.11,54.6,5594,28.55,10.7,649,0,0,38.48,38.02,1.3,11613.9,16.57,0,8,9,60,180,47,0
Plainsborotownship,NJ,14213,2.08,0,46915,4.81,3.46,29857,17767,22147,20359,1.54,3.84,3.39,10.93,2.86,64.53,2144,25.23,1.53,647,0,0,15.08,38.77,12.4,1141.9,9.49,1,6,15,74,265,31,2
Saginawcity,MI,69512,2.66,100,17736,28.02,18.68,11361,6385,3566,6103,31.72,31.43,17.82,15.25,3.21,60.74,1233,13.54,0.62,267,38,1,1.77,74.5,18.1,3846.4,1.63,22,479,1586,1817,3307,245,131
Vallejocity,CA,109199,2.92,100,36605,22.23,22.12,16380,12108,12510,10988,8.48,19.04,6.55,12.51,3.33,70.66,19770,12.34,2.48,511,47,9,18.1,46.72,31.3,3488.3,3.7,10,599,949,1802,4703,1150,80
ElCampocity,TX,10511,2.76,0,21049,32.31,10.22,12548,5150,4803,8002,22.09,40.64,8.12,10.07,3.29,67.14,407,12.04,4.49,236,0,0,3.88,87.16,5.9,1777.9,0,1,10,52,138,459,30,1
Lancastercity,CA,97291,2.96,99.38,38388,18.73,16.21,16005,10072,14989,9296,9.9,19.72,6.94,13.73,3.27,62.08,8899,19.79,2.71,542,49,0,9.15,50.43,92,1057.6,1.04,7,263,1130,1370,2375,1016,106
SanBenitocity,TX,20125,3.49,100,16553,32.45,12.15,6912,5220,0,5267,36.8,53.35,13.89,10.11,3.93,58.78,3390,10.8,18.4,193,0,0,16.84,70.93,9.4,2144.6,0.32,1,14,100,251,1044,97,5
Cantontown,MA,18530,2.81,90.55,53492,27.7,18.57,21919,21538,37739,12586,2.39,9.89,5,6.19,3.28,73.28,950,0,0.84,620,0,0,5.13,82.1,19.6,944.5,9.12,0,5,20,108,235,58,0
Polandtownship,OH,13993,2.81,81.17,36132,32.77,24.45,15303,0,0,11058,4.05,12.54,4.29,4.51,3.15,64.42,317,7.57,0.42,316,0,0,2.27,78.11,21.9,639.9,0,0,0,0,26,79,12,1
Tylercity,TX,75450,2.57,100,23661,29.04,13.93,16629,7041,13328,6445,19.53,22.95,8.08,13,3.13,66.46,4027,14.06,2.54,300,10,4,5.34,72.84,41.1,1836.7,0.33,9,229,595,1797,5389,528,35
Burbankcity,CA,93643,2.38,100,35959,23.57,13.88,20053,17113,14960,11731,8.32,20.32,5.12,13.93,3.03,65.73,24090,16.66,7.6,612,46,1,25.73,39.46,18,5210.5,3.23,5,209,262,665,2556,992,114
Uplandcity,CA,63374,2.75,100,41965,18.09,13.16,21058,12954,19447,10661,7.77,15.9,5.19,12.23,3.19,64.15,8115,14.41,3.26,562,22,30,12.8,50.38,15.6,4053.1,0.96,3,208,382,1415,2793,729,35
Girardcity,OH,11304,2.43,100,23999,39.68,25.16,11549,8619,11364,7736,12.06,29.14,7.86,10.58,3.01,60.53,308,1.62,0.48,273,0,0,2.72,77.75,5,2265.9,0.37,1,3,2,51,172,23,0
Brownstowntownship,MI,18811,2.93,87.06,38186,16.12,9.81,14296,11364,10916,10682,10.85,22.03,7.37,11.88,3.31,66.35,729,7.13,0.85,397,9,0,3.88,78.57,23.3,808.6,0.21,0,8,57,146,500,123,13
Weehawkentownship,NJ,12385,2.45,100,34716,23.89,10.77,18490,12554,14064,10911,9.56,29.51,8.2,10.6,3.09,62.04,4882,11.08,15.02,475,24,0,39.42,35.95,0.9,14029.2,37.01,2,30,42,167,448,115,2
Berwickborough,PA,10976,2.38,0,20423,44.02,22.63,10271,3000,0,5227,10.64,33.09,9.13,11.83,2.94,67.62,75,0,0.11,236,0,0,0.68,89.03,3.2,3421.4,0.24,0,2,6,43,103,19,2
ChulaVistacity,CA,135163,2.83,100,32012,24.07,21.27,15624,12032,13329,9897,9.8,24.31,6.08,12.74,3.26,62.97,30152,14.39,6.83,540,0,14,22.31,38.69,30,4500.6,4.49,14,459,573,1895,4726,2466,64
Victorvillecity,CA,40674,2.86,99.87,28698,26.99,20.34,12219,10522,10296,8090,14.82,25.02,9.95,12.88,3.27,53.44,4628,18.99,3.9,443,20,104,11.35,47.75,43.3,938.5,0.18,3,178,232,1026,2390,705,27
AsburyParkcity,NJ,16799,2.44,100,20754,32.81,13.68,16291,8629,9820,7371,23.33,31.25,11.82,17.13,3.28,71.24,1882,15.14,2.58,502,27,1,11.2,53.75,1.5,11323.1,8.57,2,150,151,221,786,141,2
Bournetown,MA,16064,2.72,0,34159,30.69,20.07,15155,11716,10575,7709,6.7,13.5,6.19,9.29,3.08,69.19,475,5.68,1.16,548,0,0,2.96,66.42,42.4,379.1,1.49,0,7,55,212,454,52,1
Naticktown,MA,30510,2.54,98.16,49229,24.3,15.38,22293,16682,24373,12957,3.15,9.54,4.73,7.79,3.04,73.63,2044,15.07,0.86,717,0,0,6.69,68.71,15.6,1952,7.12,0,5,49,126,460,61,0
Levellandcity,TX,13986,3.01,0,23497,28.06,7.07,12883,5527,25891,6596,19.4,35.18,6.83,8.8,3.38,63.96,437,4.58,3.91,245,0,0,3.12,81.05,10.2,1368.5,0.33,2,1,29,62,450,19,3
Clevelandcity,OH,505616,2.53,100,17822,30.79,16.83,11161,7369,7867,6357,28.67,41.24,14,16.49,3.21,55.61,20975,10.92,1.98,237,589,105,4.15,67.87,79.8,6336.3,14.25,167,4297,3012,8031,13494,10170,656
SantaClaracity,CA,93613,2.56,100,44707,18.5,13.36,21326,16199,15061,13688,6.23,16.45,4.43,12.87,3.06,70.9,21501,18.48,5.24,737,114,0,22.97,43.7,19,4937.4,2.44,3,83,345,835,3806,523,20
SantaAnacity,CA,293742,4.1,100,35162,16.16,10.53,10697,13360,9590,6570,18.15,50.28,8.52,9.07,4.28,65.15,149445,25.5,31.63,679,181,255,50.88,33.1,28.1,10468.4,8.61,78,1886,1149,2950,8973,3958,492
Sharontown,MA,15517,2.96,72.48,61692,20.58,12.44,24256,23336,21376,15094,3.91,6.31,4.59,5.14,3.26,69.42,1342,15.65,0.93,551,0,0,8.65,68.2,24.1,642.6,10.34,1,2,15,37,69,20,0
Temeculacity,CA,27099,2.97,0,44270,16.2,14.19,17180,15560,15813,10692,4.91,12.43,4.34,10.13,3.28,64.25,2599,15.35,3.89,600,0,0,9.59,51.31,27.4,990,0,3,53,151,406,950,320,7
Barstowcity,CA,21472,2.81,0,28289,19.12,18.49,13045,11125,11289,8586,14.36,24.83,9.13,14.45,3.27,60.63,1618,22.81,2.96,393,32,8,7.54,45.05,23.7,904.6,1.25,3,43,141,447,1117,189,10
HuberHeightscity,OH,38686,2.86,100,37900,15.56,19.85,14225,16668,10149,12867,4.33,15.94,4.59,10.34,3.19,72.26,918,19.83,0.6,439,0,0,2.37,57.48,21.4,1809.9,1.67,1,28,21,227,1128,152,18
Carrolltoncity,TX,82169,2.7,100,45787,7.86,5.86,20519,14650,11980,10409,4.52,10.15,3.85,11.77,3.12,72.17,9387,11.68,3.44,466,0,0,11.42,44.14,36,2281.5,1.44,4,65,117,831,2542,695,27
Tularecity,CA,33249,3.06,0,24686,25.76,12.26,11903,6396,4965,6403,21.36,39.19,9.11,12.54,3.45,59.6,3989,15.32,7.48,336,23,0,12,64.47,14.8,2253.3,0.21,3,75,241,574,979,168,47
Readingtontownship,NJ,13400,2.91,0.09,62548,18.47,11.22,24496,21126,22893,36160,1.49,13.03,2.68,5.74,3.25,63.91,915,7.76,0.87,760,12,0,6.83,65.6,49.3,271.6,1.13,0,1,6,23,128,10,0
BedfordHeightscity,OH,12131,2.27,100,28873,24.45,16.87,14417,14191,13769,17307,6.78,24.44,5.8,15.09,2.96,79.49,416,7.21,1.41,418,0,0,3.43,68.68,4.7,2580.4,4.64,2,8,25,63,234,138,0
Hillsboroughtown,CA,10667,2.94,100,123625,27.22,16.29,68850,16459,45690,45142,4.22,3.94,2.52,4.2,3.1,47.22,2186,12.44,3.06,1001,6,0,20.49,47.75,6.4,1655.3,3.89,0,0,7,29,78,10,0
HuntingtonParkcity,CA,56065,4.03,100,23595,15.42,8.75,8395,9314,14895,6615,24.28,69.4,12.78,8.99,4.29,54.17,33299,17.58,36.42,482,93,0,59.39,33.27,3.2,17742.1,14.25,9,524,291,604,1186,2000,16
NewMilfordborough,NJ,15990,2.59,100,44600,31.65,16.49,20014,18506,15727,14801,2.2,18.46,5.73,6.99,3.13,63.92,2475,8.24,2.3,486,0,0,15.48,44.79,2.4,6673.6,8.8,0,3,20,73,185,17,3
Middletowncity,OH,45991,2.51,100,25735,30.5,20.94,13651,7976,6644,9166,15.44,28.57,7.84,14.53,3,62.4,435,4.83,0.59,280,24,0,0.95,70.57,20.9,2201.1,0.82,2,68,87,612,1708,111,21
Springfieldtownship,NJ,13420,2.32,100,48647,38.34,17.03,27496,16885,28502,13338,2.58,15.47,3.55,6.99,2.86,69.51,2048,6.88,2.28,704,0,0,15.26,63.18,5.3,2514.4,6.08,0,5,8,40,268,186,0
CherryHilltownship,NJ,69348,2.83,100,54432,27.1,16.77,25156,19125,18596,21516,2.52,12.48,3.16,6.68,3.16,65.17,6575,7.19,1.43,610,0,0,9.48,33.53,25.1,2760,6.99,0,70,77,612,2158,424,5
Tauntoncity,MA,49832,2.64,100,32315,28.04,16.81,13792,8686,10276,9037,8.33,33.25,8.8,10.31,3.12,74.29,5832,5.92,5.04,449,0,0,11.7,75.71,48.3,1031.9,1.92,0,65,271,528,1163,350,5
UniversityParkcity,TX,22259,2.63,100,53614,21.51,10.67,35818,4391,6216,23730,6.78,2.52,2.81,8.23,3.01,50.46,1147,31.91,0.81,617,0,0,5.15,53.56,3.9,5766.6,1.44,1,24,5,77,476,32,5
LaQuintacity,CA,11215,2.85,93.37,39572,20.36,13.2,22551,6181,11260,8066,6.46,18.58,6.12,12.74,3.21,64.54,1324,13.97,4.72,640,0,0,11.63,46.66,25.2,444.3,0.86,0,10,118,429,448,61,3
Walpoletown,MA,20212,2.98,98.63,51242,26.51,17.33,20530,5604,22126,7114,2.54,11.27,4.78,6.53,3.29,72.88,1040,3.85,0.91,615,0,0,5.15,78.24,21.3,950.2,6.92,1,3,42,79,228,43,0
Thomastownship,MI,10971,2.9,58.58,40330,22.13,16.35,16121,14734,10051,17408,4.86,15.98,5.07,6.35,3.18,66.47,123,0,0.2,353,0,0,1.12,88.04,32.7,336,0.1,0,1,12,45,281,11,1
Holbrooktown,MA,11041,2.8,100,37775,29.98,16.8,15706,10397,8281,6073,6.1,17.16,7.67,8.08,3.29,67.92,656,1.83,0.63,526,0,0,5.94,84.32,7.6,1449.3,7.44,0,11,10,90,152,63,0
Whitehalltownship,PA,22779,2.44,95.01,33214,31.75,21.54,15035,10876,14170,12350,5.2,26.36,4.19,8.6,2.93,75.27,1023,11.73,0.33,471,5,0,4.49,81.39,13,1754,0.94,0,15,27,162,823,84,6
Marbleheadtown,MA,19971,2.43,100,53333,24.41,15.51,30753,28315,11880,21912,3.34,4.38,3.37,9.15,2.93,67.21,1022,9.69,0.22,687,19,0,5.12,65.66,4.7,4254.9,6.87,0,1,25,111,205,19,0
SantaClaritacity,CA,110642,2.88,100,52970,13.87,10.68,22050,19038,17188,12657,3.71,12.06,3.51,10.59,3.25,68.17,12718,15.43,3.38,759,0,0,11.49,52.28,41.9,2638.4,0.69,4,131,619,886,1770,468,34
